,Open,High,Low,Close,Label
1689,27.092701,27.377178,26.791927,27.056757,1
1690,26.697071,26.994516,26.42506,26.706642,0
1691,26.895565,27.212858,26.632969,26.94834,0
1692,26.997295,27.333054,26.75457,27.090723,1
1693,27.230022,27.56457,26.989271,27.322823,1
1694,27.405586,27.712154,27.13454,27.432823,1
1695,27.319855,27.629019,27.057045,27.36163,1
1696,27.295166,27.612692,27.033031,27.343311,0
1697,27.338379,27.649649,27.072979,27.377731,0
1698,27.527403,27.894894,27.302273,27.67033,1
1699,27.914574,28.231829,27.636604,27.947395,1
1700,27.776173,28.10385,27.513145,27.836477,1
1701,27.766504,28.07467,27.483147,27.782278,0
1702,27.607655,27.927769,27.34602,27.656704,1
1703,27.502266,27.817354,27.236076,27.550194,1
1704,27.740572,28.123533,27.51692,27.900097,0
1705,28.420424,28.740524,28.125017,28.442783,1
1706,28.45783,28.776728,28.174383,28.487076,1
1707,28.279509,28.62072,28.021969,28.361885,1
1708,28.453028,28.786562,28.176086,28.498774,0
1709,28.287619,28.606932,28.005486,28.31492,1
1710,28.362509,28.688377,28.0903,28.405266,1
1711,28.34394,28.686329,28.072124,28.407753,0
1712,28.31792,28.630568,28.03088,28.332077,1
1713,28.272524,28.596952,27.996157,28.314981,1
1714,28.234959,28.5677,27.97017,28.291834,1
1715,28.467546,28.78285,28.156448,28.456348,1
1716,28.456284,28.797989,28.176807,28.515364,0
1717,28.672707,29.000765,28.39286,28.717585,0
1718,28.806759,29.132616,28.51999,28.84288,0
1719,28.700771,29.031897,28.426077,28.75336,0
1720,28.781712,29.099556,28.486534,28.793861,0
1721,28.843803,29.170269,28.55428,28.881319,0
1722,28.894344,29.226807,28.615631,28.947023,1
1723,28.836658,29.1915,28.563778,28.911768,1
1724,29.138512,29.486393,28.86393,29.207893,1
1725,29.207212,29.536335,28.926708,29.25794,0
1726,29.249798,29.593218,28.973375,29.317373,1
1727,29.236267,29.565983,28.941902,29.262707,1
1728,29.193123,29.513807,28.891,29.211067,1
1729,29.257656,29.62287,28.99089,29.357224,1
1730,29.363625,29.698944,29.07674,29.412605,1
1731,29.631098,30.00416,29.36679,29.742615,1
1732,29.896847,30.233046,29.605167,29.938688,0
1733,29.93289,30.263868,29.636938,29.964838,1
1734,29.708317,30.047125,29.422777,29.763397,1
1735,29.564598,29.888771,29.253054,29.561111,0
1736,29.281693,29.622675,29.006907,29.34171,0
1737,29.526112,29.868351,29.235453,29.578201,1
1738,29.435022,29.756678,29.131748,29.4493,1
1739,29.119167,29.448565,28.825924,29.140984,0
1740,29.282112,29.621431,28.995495,29.33271,0
1741,29.24643,29.562422,28.93493,29.23611,1
1742,29.02616,29.346178,28.733093,29.04502,1
1743,28.93929,29.253767,28.638895,28.946342,0
1744,28.96206,29.348295,28.725372,29.112846,0
1745,29.290474,29.664495,29.024782,29.396297,1
1746,29.445704,29.776936,29.14607,29.462353,1
1747,29.495848,29.831125,29.210752,29.53772,0
1748,29.672024,30.060764,29.42406,29.814623,1
1749,30.13057,30.473185,29.842226,30.183357,1
1750,30.049408,30.372267,29.718822,30.021496,1
